CustomerID,churn_probability,value_score,future_revenue_90d
12469.0,2.2204460492503083e-15,0.0,0.0
12470.0,2.2204460492503083e-15,0.0,0.0
12471.0,2.2204460492503083e-15,0.0,5515.68
12472.0,2.2204460492503083e-15,0.0,1644.51
12473.0,2.2204460492503083e-15,0.0,2212.04
12474.0,2.2204460492503083e-15,0.0,2300.68
12475.0,2.2204460492503083e-15,0.0,723.38
12476.0,2.2204460492503083e-15,0.0,1630.76
12477.0,2.2204460492503083e-15,0.0,6605.08
12478.0,2.2204460492503083e-15,0.0,0.0
12479.0,2.2204460492503083e-15,0.0,0.0
12480.0,2.2204460492503083e-15,0.0,0.0
12481.0,2.2204460492503083e-15,0.0,1307.76
12482.0,2.2204460492503083e-15,0.0,0.0
12483.0,2.2204460492503083e-15,0.0,763.65
12484.0,2.2204460492503083e-15,0.0,2265.06
12485.0,2.2204460492503083e-15,0.0,0.0
12486.0,2.2204460492503083e-15,0.0,0.0
12487.0,2.2204460492503083e-15,0.0,0.0
12488.0,2.2204460492503083e-15,0.0,767.45
12489.0,2.2204460492503083e-15,0.0,0.0
12490.0,2.2204460492503083e-15,0.0,2093.32
12491.0,2.2204460492503083e-15,0.0,460.40000000000003
12492.0,2.2204460492503083e-15,0.0,263.21000000000004
12493.0,2.2204460492503083e-15,0.0,0.0
12494.0,2.2204460492503083e-15,0.0,214.74
12495.0,2.2204460492503083e-15,0.0,0.0
12496.0,2.2204460492503083e-15,0.0,0.0
12497.0,2.2204460492503083e-15,0.0,1043.1
12498.0,2.2204460492503083e-15,0.0,247.25
12499.0,2.2204460492503083e-15,0.0,0.0
12500.0,2.2204460492503083e-15,0.0,2244.94
12501.0,2.2204460492503083e-15,0.0,0.0
12502.0,2.2204460492503083e-15,0.0,1092.35
12503.0,2.2204460492503083e-15,0.0,0.0
12504.0,2.2204460492503083e-15,0.0,0.0
12505.0,2.2204460492503083e-15,0.0,0.0
12506.0,2.2204460492503083e-15,0.0,0.0
12507.0,2.2204460492503083e-15,0.0,0.0
12508.0,2.2204460492503083e-15,0.0,0.0
12509.0,2.2204460492503083e-15,0.0,0.0
12510.0,2.2204460492503083e-15,0.0,0.0
12511.0,2.2204460492503083e-15,0.0,0.0
12512.0,2.2204460492503083e-15,0.0,138.03
12513.0,2.2204460492503083e-15,0.0,612.29
12514.0,2.2204460492503083e-15,0.0,0.0
12515.0,2.2204460492503083e-15,0.0,0.0
12516.0,2.2204460492503083e-15,0.0,728.86
12517.0,2.2204460492503083e-15,0.0,417.2
12518.0,2.2204460492503083e-15,0.0,1230.79
12519.0,2.2204460492503083e-15,0.0,340.84
12520.0,2.2204460492503083e-15,0.0,588.41
12521.0,2.2204460492503083e-15,0.0,0.0
12522.0,2.2204460492503083e-15,0.0,192.72
12523.0,2.2204460492503083e-15,0.0,822.41
12524.0,2.2204460492503083e-15,0.0,1055.44
12525.0,2.2204460492503083e-15,0.0,0.0
12526.0,2.2204460492503083e-15,0.0,1039.58
12527.0,2.2204460492503083e-15,0.0,63.790000000000006
12528.0,2.2204460492503083e-15,0.0,508.51
12529.0,2.2204460492503083e-15,0.0,0.0
12530.0,2.2204460492503083e-15,0.0,440.63
12531.0,2.2204460492503083e-15,0.0,0.0
12532.0,2.2204460492503083e-15,0.0,0.0
12533.0,2.2204460492503083e-15,0.0,0.0
12534.0,2.2204460492503083e-15,0.0,0.0
12535.0,2.2204460492503083e-15,0.0,344.9
12536.0,2.2204460492503083e-15,0.0,12601.830000000002
12537.0,2.2204460492503083e-15,0.0,0.0
12538.0,2.2204460492503083e-15,0.0,0.0
12539.0,2.2204460492503083e-15,0.0,0.0
12540.0,2.2204460492503083e-15,0.0,4234.44
12541.0,2.2204460492503083e-15,0.0,0.0
12542.0,2.2204460492503083e-15,0.0,0.0
12543.0,2.2204460492503083e-15,0.0,0.0
12544.0,2.2204460492503083e-15,0.0,372.7
12545.0,2.2204460492503083e-15,0.0,372.24
12546.0,2.2204460492503083e-15,0.0,1161.5
12547.0,2.2204460492503083e-15,0.0,0.0
12548.0,2.2204460492503083e-15,0.0,0.0
12549.0,2.2204460492503083e-15,0.0,0.0
12550.0,2.2204460492503083e-15,0.0,964.83
12551.0,2.2204460492503083e-15,0.0,0.0
12552.0,2.2204460492503083e-15,0.0,437.82
12553.0,2.2204460492503083e-15,0.0,877.77
12554.0,2.2204460492503083e-15,0.0,0.0
12555.0,2.2204460492503083e-15,0.0,0.0
12556.0,2.2204460492503083e-15,0.0,290.81
12557.0,2.2204460492503083e-15,0.0,0.0
12558.0,2.2204460492503083e-15,0.0,0.0
12559.0,2.2204460492503083e-15,0.0,0.0
12560.0,2.2204460492503083e-15,0.0,144.0
12561.0,2.2204460492503083e-15,0.0,0.0
12562.0,2.2204460492503083e-15,0.0,902.24
12563.0,2.2204460492503083e-15,0.0,0.0
12564.0,2.2204460492503083e-15,0.0,0.0
12565.0,2.2204460492503083e-15,0.0,0.0
12566.0,2.2204460492503083e-15,0.0,351.65
12567.0,2.2204460492503083e-15,0.0,1742.88
12568.0,2.2204460492503083e-15,0.0,0.0
12569.0,2.2204460492503083e-15,0.0,1295.68
12570.0,2.2204460492503083e-15,0.0,0.0
12571.0,2.2204460492503083e-15,0.0,271.26
12572.0,2.2204460492503083e-15,0.0,532.74
12573.0,2.2204460492503083e-15,0.0,0.0
12574.0,2.2204460492503083e-15,0.0,0.0
12575.0,2.2204460492503083e-15,0.0,0.0
12576.0,2.2204460492503083e-15,0.0,654.98
12577.0,2.2204460492503083e-15,0.0,461.91
12578.0,2.2204460492503083e-15,0.0,0.0
12579.0,2.2204460492503083e-15,0.0,440.42
12580.0,2.2204460492503083e-15,0.0,0.0
12581.0,2.2204460492503083e-15,0.0,197.71
12582.0,2.2204460492503083e-15,0.0,0.0
12583.0,2.2204460492503083e-15,0.0,2199.78
12584.0,2.2204460492503083e-15,0.0,940.86
12585.0,2.2204460492503083e-15,0.0,0.0
12586.0,2.2204460492503083e-15,0.0,0.0
12587.0,2.2204460492503083e-15,0.0,0.0
12588.0,2.2204460492503083e-15,0.0,214.89999999999998
12589.0,2.2204460492503083e-15,0.0,0.0
12590.0,2.2204460492503083e-15,0.0,0.0
12591.0,2.2204460492503083e-15,0.0,0.0
12592.0,2.2204460492503083e-15,0.0,205.8
12593.0,2.2204460492503083e-15,0.0,96.3
12594.0,2.2204460492503083e-15,0.0,808.32
12595.0,2.2204460492503083e-15,0.0,0.0
12596.0,2.2204460492503083e-15,0.0,348.32
12597.0,2.2204460492503083e-15,0.0,2176.45
12598.0,2.2204460492503083e-15,0.0,361.76
12599.0,2.2204460492503083e-15,0.0,0.0
12600.0,2.2204460492503083e-15,0.0,558.27
12601.0,2.2204460492503083e-15,0.0,0.0
12602.0,2.2204460492503083e-15,0.0,153.12
12603.0,2.2204460492503083e-15,0.0,0.0
12604.0,2.2204460492503083e-15,0.0,75.68
12605.0,2.2204460492503083e-15,0.0,0.0
12606.0,2.2204460492503083e-15,0.0,0.0
12607.0,2.2204460492503083e-15,0.0,1579.51
12608.0,2.2204460492503083e-15,0.0,0.0
12609.0,2.2204460492503083e-15,0.0,326.12
12610.0,2.2204460492503083e-15,0.0,904.59
12611.0,2.2204460492503083e-15,0.0,1193.32
12612.0,2.2204460492503083e-15,0.0,704.0400000000001
12613.0,2.2204460492503083e-15,0.0,1881.8600000000001
12614.0,2.2204460492503083e-15,0.0,0.0
12615.0,2.2204460492503083e-15,0.0,1233.6
12616.0,2.2204460492503083e-15,0.0,457.7
12617.0,2.2204460492503083e-15,0.0,0.0
12618.0,2.2204460492503083e-15,0.0,0.0
12619.0,2.2204460492503083e-15,0.0,1533.2
12620.0,2.2204460492503083e-15,0.0,377.66
12621.0,2.2204460492503083e-15,0.0,3290.96
12622.0,2.2204460492503083e-15,0.0,0.0
12623.0,2.2204460492503083e-15,0.0,0.0
12624.0,2.2204460492503083e-15,0.0,341.19
12625.0,2.2204460492503083e-15,0.0,0.0
12626.0,2.2204460492503083e-15,0.0,2057.77
12627.0,2.2204460492503083e-15,0.0,2705.37
12628.0,2.2204460492503083e-15,0.0,571.21
12629.0,2.2204460492503083e-15,0.0,0.0
12630.0,2.2204460492503083e-15,0.0,701.79
12631.0,2.2204460492503083e-15,0.0,640.5
12632.0,2.2204460492503083e-15,0.0,0.0
12633.0,2.2204460492503083e-15,0.0,215.23000000000002
12634.0,2.2204460492503083e-15,0.0,0.0
12635.0,2.2204460492503083e-15,0.0,1005.54
12636.0,2.2204460492503083e-15,0.0,0.0
12637.0,2.2204460492503083e-15,0.0,2967.7999999999997
12638.0,2.2204460492503083e-15,0.0,671.69
12639.0,2.2204460492503083e-15,0.0,0.0
12640.0,2.2204460492503083e-15,0.0,764.59
12641.0,2.2204460492503083e-15,0.0,185.9
12642.0,2.2204460492503083e-15,0.0,658.41
12643.0,2.2204460492503083e-15,0.0,0.0
12644.0,2.2204460492503083e-15,0.0,0.0
12645.0,2.2204460492503083e-15,0.0,976.28
12646.0,2.2204460492503083e-15,0.0,731.6899999999999
12647.0,2.2204460492503083e-15,0.0,514.96
12648.0,2.2204460492503083e-15,0.0,0.0
12649.0,2.2204460492503083e-15,0.0,248.51000000000002
12650.0,2.2204460492503083e-15,0.0,0.0
12651.0,2.2204460492503083e-15,0.0,0.0
12652.0,2.2204460492503083e-15,0.0,0.0
12653.0,2.2204460492503083e-15,0.0,0.0
12654.0,2.2204460492503083e-15,0.0,171.23000000000002
12655.0,2.2204460492503083e-15,0.0,0.0
12656.0,2.2204460492503083e-15,0.0,1805.82
12657.0,2.2204460492503083e-15,0.0,660.94
12658.0,2.2204460492503083e-15,0.0,0.0
12659.0,2.2204460492503083e-15,0.0,0.0
12660.0,2.2204460492503083e-15,0.0,0.0
12661.0,2.2204460492503083e-15,0.0,0.0
12662.0,2.2204460492503083e-15,0.0,905.5400000000001
12663.0,2.2204460492503083e-15,0.0,0.0
12664.0,2.2204460492503083e-15,0.0,1724.4
12665.0,2.2204460492503083e-15,0.0,0.0
12666.0,2.2204460492503083e-15,0.0,0.0
12667.0,2.2204460492503083e-15,0.0,620.13
12668.0,2.2204460492503083e-15,0.0,0.0
12669.0,2.2204460492503083e-15,0.0,0.0
12670.0,2.2204460492503083e-15,0.0,608.0799999999999
12671.0,2.2204460492503083e-15,0.0,0.0
12672.0,2.2204460492503083e-15,0.0,0.0
12673.0,2.2204460492503083e-15,0.0,0.0
12674.0,2.2204460492503083e-15,0.0,993.8000000000001
12675.0,2.2204460492503083e-15,0.0,0.0
12676.0,2.2204460492503083e-15,0.0,151.68
12677.0,2.2204460492503083e-15,0.0,0.0
12678.0,2.2204460492503083e-15,0.0,10821.64
12679.0,2.2204460492503083e-15,0.0,206.64000000000001
12680.0,2.2204460492503083e-15,0.0,613.36
12681.0,2.2204460492503083e-15,0.0,2121.64
12682.0,2.2204460492503083e-15,0.0,2965.76
12683.0,2.2204460492503083e-15,0.0,2592.16
12684.0,2.2204460492503083e-15,0.0,247.76
12685.0,2.2204460492503083e-15,0.0,2449.96
12686.0,2.2204460492503083e-15,0.0,0.0
12687.0,2.2204460492503083e-15,0.0,0.0
12688.0,2.2204460492503083e-15,0.0,4873.8099999999995
12689.0,2.2204460492503083e-15,0.0,0.0
12690.0,2.2204460492503083e-15,0.0,0.0
12691.0,2.2204460492503083e-15,0.0,303.1
12692.0,2.2204460492503083e-15,0.0,0.0
12693.0,2.2204460492503083e-15,0.0,0.0
12694.0,2.2204460492503083e-15,0.0,430.17
12695.0,2.2204460492503083e-15,0.0,407.75
12696.0,2.2204460492503083e-15,0.0,0.0
12697.0,2.2204460492503083e-15,0.0,0.0
12698.0,2.2204460492503083e-15,0.0,0.0
12699.0,2.2204460492503083e-15,0.0,0.0
12700.0,2.2204460492503083e-15,0.0,1476.19
12701.0,2.2204460492503083e-15,0.0,460.63
12702.0,2.2204460492503083e-15,0.0,0.0
12703.0,2.2204460492503083e-15,0.0,283.55
12704.0,2.2204460492503083e-15,0.0,1217.38
12705.0,2.2204460492503083e-15,0.0,1811.07
12707.0,2.2204460492503083e-15,0.0,0.0
12708.0,2.2204460492503083e-15,0.0,1051.97
12709.0,2.2204460492503083e-15,0.0,2388.31
12710.0,2.2204460492503083e-15,0.0,358.66
12711.0,2.2204460492503083e-15,0.0,0.0
12712.0,2.2204460492503083e-15,0.0,492.55000000000007
12713.0,2.2204460492503083e-15,0.0,0.0
12714.0,2.2204460492503083e-15,0.0,1114.52
12715.0,2.2204460492503083e-15,0.0,353.86
12716.0,2.2204460492503083e-15,0.0,0.0
12717.0,2.2204460492503083e-15,0.0,0.0
12718.0,2.2204460492503083e-15,0.0,238.25
12719.0,2.2204460492503083e-15,0.0,283.6
12720.0,2.2204460492503083e-15,0.0,1239.66
12721.0,2.2204460492503083e-15,0.0,957.22
12722.0,2.2204460492503083e-15,0.0,694.71
12723.0,2.2204460492503083e-15,0.0,299.40999999999997
12724.0,2.2204460492503083e-15,0.0,542.8100000000001
12725.0,2.2204460492503083e-15,0.0,0.0
12726.0,2.2204460492503083e-15,0.0,357.32
12727.0,2.2204460492503083e-15,0.0,537.3
12728.0,2.2204460492503083e-15,0.0,219.01999999999998
12729.0,2.2204460492503083e-15,0.0,453.01
12730.0,2.2204460492503083e-15,0.0,0.0
12731.0,2.2204460492503083e-15,0.0,6074.139999999999
12732.0,2.2204460492503083e-15,0.0,0.0
12733.0,2.2204460492503083e-15,0.0,0.0
12734.0,2.2204460492503083e-15,0.0,0.0
12735.0,2.2204460492503083e-15,0.0,0.0
12736.0,2.2204460492503083e-15,0.0,0.0
12737.0,2.2204460492503083e-15,0.0,0.0
12738.0,2.2204460492503083e-15,0.0,0.0
12739.0,2.2204460492503083e-15,0.0,1013.04
12740.0,2.2204460492503083e-15,0.0,427.6
12741.0,2.2204460492503083e-15,0.0,0.0
12742.0,2.2204460492503083e-15,0.0,0.0
12743.0,2.2204460492503083e-15,0.0,0.0
12744.0,2.2204460492503083e-15,0.0,7067.32
12745.0,2.2204460492503083e-15,0.0,0.0
12746.0,2.2204460492503083e-15,0.0,0.0
12747.0,2.2204460492503083e-15,0.0,977.08
12748.0,2.2204460492503083e-15,0.0,10419.67
12749.0,2.2204460492503083e-15,0.0,0.0
12750.0,2.2204460492503083e-15,0.0,0.0
12751.0,2.2204460492503083e-15,0.0,0.0
12752.0,2.2204460492503083e-15,0.0,4366.78
12753.0,2.2204460492503083e-15,0.0,0.0
12754.0,2.2204460492503083e-15,0.0,0.0
12755.0,2.2204460492503083e-15,0.0,0.0
12756.0,2.2204460492503083e-15,0.0,112.07999999999998
12757.0,2.2204460492503083e-15,0.0,1880.52
12758.0,2.2204460492503083e-15,0.0,1221.4
12759.0,2.2204460492503083e-15,0.0,448.92
12760.0,2.2204460492503083e-15,0.0,0.0
12761.0,2.2204460492503083e-15,0.0,0.0
12762.0,2.2204460492503083e-15,0.0,0.0
12763.0,2.2204460492503083e-15,0.0,0.0
12764.0,2.2204460492503083e-15,0.0,0.0
12765.0,2.2204460492503083e-15,0.0,0.0
12766.0,2.2204460492503083e-15,0.0,1319.01
12767.0,2.2204460492503083e-15,0.0,0.0
12768.0,2.2204460492503083e-15,0.0,0.0
12769.0,2.2204460492503083e-15,0.0,0.0
12770.0,2.2204460492503083e-15,0.0,0.0
12771.0,2.2204460492503083e-15,0.0,0.0
12772.0,2.2204460492503083e-15,0.0,892.47
12773.0,2.2204460492503083e-15,0.0,0.0
12774.0,2.2204460492503083e-15,0.0,0.0
12775.0,2.2204460492503083e-15,0.0,0.0
12776.0,2.2204460492503083e-15,0.0,0.0
12777.0,2.2204460492503083e-15,0.0,0.0
12778.0,2.2204460492503083e-15,0.0,171.93
12779.0,2.2204460492503083e-15,0.0,981.95
12780.0,2.2204460492503083e-15,0.0,0.0
12781.0,2.2204460492503083e-15,0.0,277.48
12782.0,2.2204460492503083e-15,0.0,0.0
12783.0,2.2204460492503083e-15,0.0,1825.33
12784.0,2.2204460492503083e-15,0.0,0.0
12785.0,2.2204460492503083e-15,0.0,0.0
12786.0,2.2204460492503083e-15,0.0,0.0
12787.0,2.2204460492503083e-15,0.0,186.56
12788.0,2.2204460492503083e-15,0.0,0.0
12789.0,2.2204460492503083e-15,0.0,91.85
12790.0,2.2204460492503083e-15,0.0,0.0
12791.0,2.2204460492503083e-15,0.0,0.0
12792.0,2.2204460492503083e-15,0.0,0.0
12793.0,2.2204460492503083e-15,0.0,0.0
12794.0,2.2204460492503083e-15,0.0,860.41
12795.0,2.2204460492503083e-15,0.0,0.0
12796.0,2.2204460492503083e-15,0.0,0.0
12797.0,2.2204460492503083e-15,0.0,0.0
12798.0,2.2204460492503083e-15,0.0,1718.4
12799.0,2.2204460492503083e-15,0.0,0.0
12800.0,2.2204460492503083e-15,0.0,0.0
12801.0,2.2204460492503083e-15,0.0,0.0
12802.0,2.2204460492503083e-15,0.0,0.0
12803.0,2.2204460492503083e-15,0.0,0.0
12804.0,2.2204460492503083e-15,0.0,0.0
12805.0,2.2204460492503083e-15,0.0,0.0
12806.0,2.2204460492503083e-15,0.0,0.0
12807.0,2.2204460492503083e-15,0.0,0.0
12808.0,2.2204460492503083e-15,0.0,202.3
12809.0,2.2204460492503083e-15,0.0,0.0
12810.0,2.2204460492503083e-15,0.0,0.0
12811.0,2.2204460492503083e-15,0.0,0.0
12812.0,2.2204460492503083e-15,0.0,229.64000000000001
12813.0,2.2204460492503083e-15,0.0,0.0
12814.0,2.2204460492503083e-15,0.0,125.92
12815.0,2.2204460492503083e-15,0.0,0.0
12816.0,2.2204460492503083e-15,0.0,253.55
12817.0,2.2204460492503083e-15,0.0,0.0
12818.0,2.2204460492503083e-15,0.0,0.0
12819.0,2.2204460492503083e-15,0.0,0.0
12820.0,2.2204460492503083e-15,0.0,561.53
12821.0,2.2204460492503083e-15,0.0,0.0
12822.0,2.2204460492503083e-15,0.0,948.88
12823.0,2.2204460492503083e-15,0.0,535.5
12824.0,2.2204460492503083e-15,0.0,397.12
12825.0,2.2204460492503083e-15,0.0,0.0
12826.0,2.2204460492503083e-15,0.0,234.0
12827.0,2.2204460492503083e-15,0.0,318.7
12828.0,2.2204460492503083e-15,0.0,434.31
12829.0,2.2204460492503083e-15,0.0,0.0
12830.0,2.2204460492503083e-15,0.0,1610.64
12831.0,2.2204460492503083e-15,0.0,0.0
12832.0,2.2204460492503083e-15,0.0,383.03
12833.0,2.2204460492503083e-15,0.0,0.0
12834.0,2.2204460492503083e-15,0.0,0.0
12835.0,2.2204460492503083e-15,0.0,0.0
12836.0,2.2204460492503083e-15,0.0,500.33000000000004
12837.0,2.2204460492503083e-15,0.0,0.0
12838.0,2.2204460492503083e-15,0.0,292.34000000000003
12839.0,2.2204460492503083e-15,0.0,1410.48
12840.0,2.2204460492503083e-15,0.0,0.0
12841.0,2.2204460492503083e-15,0.0,845.8
12842.0,2.2204460492503083e-15,0.0,808.26
12843.0,2.2204460492503083e-15,0.0,9.95
12844.0,2.2204460492503083e-15,0.0,0.0
12845.0,2.2204460492503083e-15,0.0,0.0
12846.0,2.2204460492503083e-15,0.0,0.0
12847.0,2.2204460492503083e-15,0.0,0.0
12848.0,2.2204460492503083e-15,0.0,0.0
12849.0,2.2204460492503083e-15,0.0,346.39
12850.0,2.2204460492503083e-15,0.0,0.0
12851.0,2.2204460492503083e-15,0.0,135.18
12852.0,2.2204460492503083e-15,0.0,0.0
12853.0,2.2204460492503083e-15,0.0,0.0
12854.0,2.2204460492503083e-15,0.0,514.13
12855.0,2.2204460492503083e-15,0.0,0.0
12856.0,2.2204460492503083e-15,0.0,1353.32
12857.0,2.2204460492503083e-15,0.0,0.0
12858.0,2.2204460492503083e-15,0.0,0.0
12859.0,2.2204460492503083e-15,0.0,0.0
12860.0,2.2204460492503083e-15,0.0,0.0
12861.0,2.2204460492503083e-15,0.0,0.0
12862.0,2.2204460492503083e-15,0.0,0.0
12863.0,2.2204460492503083e-15,0.0,521.2
12864.0,2.2204460492503083e-15,0.0,0.0
12865.0,2.2204460492503083e-15,0.0,0.0
12866.0,2.2204460492503083e-15,0.0,0.0
12867.0,2.2204460492503083e-15,0.0,673.29
12868.0,2.2204460492503083e-15,0.0,0.0
12869.0,2.2204460492503083e-15,0.0,0.0
12870.0,2.2204460492503083e-15,0.0,0.0
12871.0,2.2204460492503083e-15,0.0,248.64
12872.0,2.2204460492503083e-15,0.0,0.0
12873.0,2.2204460492503083e-15,0.0,0.0
12874.0,2.2204460492503083e-15,0.0,0.0
12875.0,2.2204460492503083e-15,0.0,0.0
12876.0,2.2204460492503083e-15,0.0,1491.59
12877.0,2.2204460492503083e-15,0.0,101.14
12878.0,2.2204460492503083e-15,0.0,0.0
12879.0,2.2204460492503083e-15,0.0,573.22
12880.0,2.2204460492503083e-15,0.0,0.0
12881.0,2.2204460492503083e-15,0.0,0.0
12882.0,2.2204460492503083e-15,0.0,471.84000000000003
12883.0,2.2204460492503083e-15,0.0,291.63
12884.0,2.2204460492503083e-15,0.0,309.05
12885.0,2.2204460492503083e-15,0.0,529.87
12886.0,2.2204460492503083e-15,0.0,603.4
12887.0,2.2204460492503083e-15,0.0,0.0
12888.0,2.2204460492503083e-15,0.0,0.0
12889.0,2.2204460492503083e-15,0.0,0.0
12890.0,2.2204460492503083e-15,0.0,0.0
12891.0,2.2204460492503083e-15,0.0,0.0
12892.0,2.2204460492503083e-15,0.0,0.0
12893.0,2.2204460492503083e-15,0.0,188.14
12894.0,2.2204460492503083e-15,0.0,0.0
12895.0,2.2204460492503083e-15,0.0,372.8
